name,n_sample,Z_noise,W_noise,n_epochs,batch_size,log_metrics,learning_rate,l2_penalty,network_depth,network_width,max_avg_val_MSE
naive_neural_net_AY,5000,1,1,3000,1000,True,3e-05,3e-07,2,10,2103.7348999999995
naive_neural_net_AY,5000,1,1,3000,1000,True,3e-05,3e-07,2,40,2083.4735999999984
naive_neural_net_AY,5000,1,1,3000,1000,True,3e-05,3e-07,2,80,2088.619600000001
naive_neural_net_AY,5000,1,1,3000,1000,True,3e-05,3e-07,3,10,2102.4814000000006
naive_neural_net_AY,5000,1,1,3000,1000,True,3e-05,3e-07,3,40,2102.4814000000006
naive_neural_net_AY,5000,1,1,3000,1000,True,3e-05,3e-07,3,80,2088.619600000001
naive_neural_net_AY,5000,1,1,3000,1000,True,3e-05,3e-07,4,10,2103.7348999999995
naive_neural_net_AY,5000,1,1,3000,1000,True,3e-05,3e-07,4,40,2088.619600000001
naive_neural_net_AY,5000,1,1,3000,1000,True,3e-05,3e-07,4,80,2085.527300000001
naive_neural_net_AY,5000,1,1,3000,1000,True,3e-05,3e-07,5,10,2088.619600000001
naive_neural_net_AY,5000,1,1,3000,1000,True,3e-05,3e-07,5,40,2103.7348999999995
naive_neural_net_AY,5000,1,1,3000,1000,True,3e-05,3e-07,5,80,2088.619600000001
naive_neural_net_AY,5000,1,1,3000,1000,True,3e-05,3e-06,2,10,2103.7348999999995
naive_neural_net_AY,5000,1,1,3000,1000,True,3e-05,3e-06,2,40,2052.36
naive_neural_net_AY,5000,1,1,3000,1000,True,3e-05,3e-06,2,80,2043.0236000000002
naive_neural_net_AY,5000,1,1,3000,1000,True,3e-05,3e-06,3,10,2102.4814000000006
naive_neural_net_AY,5000,1,1,3000,1000,True,3e-05,3e-06,3,40,2102.4814000000006
naive_neural_net_AY,5000,1,1,3000,1000,True,3e-05,3e-06,3,80,2074.2103999999977
naive_neural_net_AY,5000,1,1,3000,1000,True,3e-05,3e-06,4,10,2103.7348999999995
naive_neural_net_AY,5000,1,1,3000,1000,True,3e-05,3e-06,4,40,2067.8135000000025
naive_neural_net_AY,5000,1,1,3000,1000,True,3e-05,3e-06,4,80,2057.837199999999
naive_neural_net_AY,5000,1,1,3000,1000,True,3e-05,3e-06,5,10,2088.619600000001
naive_neural_net_AY,5000,1,1,3000,1000,True,3e-05,3e-06,5,40,2057.837199999999
naive_neural_net_AY,5000,1,1,3000,1000,True,3e-05,3e-06,5,80,2088.619600000001
naive_neural_net_AY,5000,1,1,3000,1000,True,3e-05,3e-05,2,10,2103.7348999999995
naive_neural_net_AY,5000,1,1,3000,1000,True,3e-05,3e-05,2,40,253.14550659999995
naive_neural_net_AY,5000,1,1,3000,1000,True,3e-05,3e-05,2,80,247.40833639999994
naive_neural_net_AY,5000,1,1,3000,1000,True,3e-05,3e-05,3,10,2102.4814000000006
naive_neural_net_AY,5000,1,1,3000,1000,True,3e-05,3e-05,3,40,255.36149020000005
naive_neural_net_AY,5000,1,1,3000,1000,True,3e-05,3e-05,3,80,243.63903920000007
naive_neural_net_AY,5000,1,1,3000,1000,True,3e-05,3e-05,4,10,2103.7348999999995
naive_neural_net_AY,5000,1,1,3000,1000,True,3e-05,3e-05,4,40,249.25221460000003
naive_neural_net_AY,5000,1,1,3000,1000,True,3e-05,3e-05,4,80,203.91937379999996
naive_neural_net_AY,5000,1,1,3000,1000,True,3e-05,3e-05,5,10,2088.619600000001
naive_neural_net_AY,5000,1,1,3000,1000,True,3e-05,3e-05,5,40,255.89150160000005
naive_neural_net_AY,5000,1,1,3000,1000,True,3e-05,3e-05,5,80,203.73271599999995
naive_neural_net_AY,5000,1,1,3000,1000,True,0.0003,3e-07,2,10,242.42557200000007
naive_neural_net_AY,5000,1,1,3000,1000,True,0.0003,3e-07,2,40,158.4941104
naive_neural_net_AY,5000,1,1,3000,1000,True,0.0003,3e-07,2,80,156.7287746
naive_neural_net_AY,5000,1,1,3000,1000,True,0.0003,3e-07,3,10,232.81299499999994
naive_neural_net_AY,5000,1,1,3000,1000,True,0.0003,3e-07,3,40,158.52434800000003
naive_neural_net_AY,5000,1,1,3000,1000,True,0.0003,3e-07,3,80,157.36345920000002
naive_neural_net_AY,5000,1,1,3000,1000,True,0.0003,3e-07,4,10,228.6027328
naive_neural_net_AY,5000,1,1,3000,1000,True,0.0003,3e-07,4,40,156.70618699999994
naive_neural_net_AY,5000,1,1,3000,1000,True,0.0003,3e-07,4,80,157.33258479999995
naive_neural_net_AY,5000,1,1,3000,1000,True,0.0003,3e-07,5,10,202.96789579999998
naive_neural_net_AY,5000,1,1,3000,1000,True,0.0003,3e-07,5,40,158.48154899999997
naive_neural_net_AY,5000,1,1,3000,1000,True,0.0003,3e-07,5,80,156.96733760000006
naive_neural_net_AY,5000,1,1,3000,1000,True,0.0003,3e-06,2,10,158.45336179999995
naive_neural_net_AY,5000,1,1,3000,1000,True,0.0003,3e-06,2,40,158.5023944
naive_neural_net_AY,5000,1,1,3000,1000,True,0.0003,3e-06,2,80,157.20975199999998
naive_neural_net_AY,5000,1,1,3000,1000,True,0.0003,3e-06,3,10,157.1827606
naive_neural_net_AY,5000,1,1,3000,1000,True,0.0003,3e-06,3,40,158.6382142
naive_neural_net_AY,5000,1,1,3000,1000,True,0.0003,3e-06,3,80,156.7276122
naive_neural_net_AY,5000,1,1,3000,1000,True,0.0003,3e-06,4,10,157.55930699999996
naive_neural_net_AY,5000,1,1,3000,1000,True,0.0003,3e-06,4,40,156.81724999999997
naive_neural_net_AY,5000,1,1,3000,1000,True,0.0003,3e-06,4,80,157.3306448
naive_neural_net_AY,5000,1,1,3000,1000,True,0.0003,3e-06,5,10,158.53697619999997
naive_neural_net_AY,5000,1,1,3000,1000,True,0.0003,3e-06,5,40,157.44492900000003
naive_neural_net_AY,5000,1,1,3000,1000,True,0.0003,3e-06,5,80,157.1281862
naive_neural_net_AY,5000,1,1,3000,1000,True,0.0003,3e-05,2,10,158.4524112
naive_neural_net_AY,5000,1,1,3000,1000,True,0.0003,3e-05,2,40,157.19877019999998
naive_neural_net_AY,5000,1,1,3000,1000,True,0.0003,3e-05,2,80,158.53532479999996
naive_neural_net_AY,5000,1,1,3000,1000,True,0.0003,3e-05,3,10,158.5000798
naive_neural_net_AY,5000,1,1,3000,1000,True,0.0003,3e-05,3,40,158.557624
naive_neural_net_AY,5000,1,1,3000,1000,True,0.0003,3e-05,3,80,157.2187566
naive_neural_net_AY,5000,1,1,3000,1000,True,0.0003,3e-05,4,10,158.4738906
naive_neural_net_AY,5000,1,1,3000,1000,True,0.0003,3e-05,4,40,156.72176240000005
naive_neural_net_AY,5000,1,1,3000,1000,True,0.0003,3e-05,4,80,156.7642608
naive_neural_net_AY,5000,1,1,3000,1000,True,0.0003,3e-05,5,10,158.5307812
naive_neural_net_AY,5000,1,1,3000,1000,True,0.0003,3e-05,5,40,156.9632154
naive_neural_net_AY,5000,1,1,3000,1000,True,0.0003,3e-05,5,80,156.36450680000002
naive_neural_net_AY,5000,1,1,3000,1000,True,0.003,3e-07,2,10,158.50509639999999
naive_neural_net_AY,5000,1,1,3000,1000,True,0.003,3e-07,2,40,155.90023639999998
naive_neural_net_AY,5000,1,1,3000,1000,True,0.003,3e-07,2,80,156.97474359999998
naive_neural_net_AY,5000,1,1,3000,1000,True,0.003,3e-07,3,10,158.72659660000005
naive_neural_net_AY,5000,1,1,3000,1000,True,0.003,3e-07,3,40,156.09717140000004
naive_neural_net_AY,5000,1,1,3000,1000,True,0.003,3e-07,3,80,156.32297780000002
naive_neural_net_AY,5000,1,1,3000,1000,True,0.003,3e-07,4,10,158.90929219999998
naive_neural_net_AY,5000,1,1,3000,1000,True,0.003,3e-07,4,40,156.00353580000004
naive_neural_net_AY,5000,1,1,3000,1000,True,0.003,3e-07,4,80,156.4930904
naive_neural_net_AY,5000,1,1,3000,1000,True,0.003,3e-07,5,10,157.588557
naive_neural_net_AY,5000,1,1,3000,1000,True,0.003,3e-07,5,40,156.34255320000003
naive_neural_net_AY,5000,1,1,3000,1000,True,0.003,3e-07,5,80,154.9185656
naive_neural_net_AY,5000,1,1,3000,1000,True,0.003,3e-06,2,10,157.0909352
naive_neural_net_AY,5000,1,1,3000,1000,True,0.003,3e-06,2,40,157.12661119999999
naive_neural_net_AY,5000,1,1,3000,1000,True,0.003,3e-06,2,80,155.99140019999996
naive_neural_net_AY,5000,1,1,3000,1000,True,0.003,3e-06,3,10,157.51880800000004
naive_neural_net_AY,5000,1,1,3000,1000,True,0.003,3e-06,3,40,156.0963136
naive_neural_net_AY,5000,1,1,3000,1000,True,0.003,3e-06,3,80,156.1750146
naive_neural_net_AY,5000,1,1,3000,1000,True,0.003,3e-06,4,10,157.54946320000002
naive_neural_net_AY,5000,1,1,3000,1000,True,0.003,3e-06,4,40,156.37632360000006
naive_neural_net_AY,5000,1,1,3000,1000,True,0.003,3e-06,4,80,156.26640380000003
naive_neural_net_AY,5000,1,1,3000,1000,True,0.003,3e-06,5,10,156.91960459999999
naive_neural_net_AY,5000,1,1,3000,1000,True,0.003,3e-06,5,40,156.247369
naive_neural_net_AY,5000,1,1,3000,1000,True,0.003,3e-06,5,80,156.2059558
naive_neural_net_AY,5000,1,1,3000,1000,True,0.003,3e-05,2,10,158.60014579999995
naive_neural_net_AY,5000,1,1,3000,1000,True,0.003,3e-05,2,40,157.08924459999997
naive_neural_net_AY,5000,1,1,3000,1000,True,0.003,3e-05,2,80,155.9125542
naive_neural_net_AY,5000,1,1,3000,1000,True,0.003,3e-05,3,10,157.4660924
naive_neural_net_AY,5000,1,1,3000,1000,True,0.003,3e-05,3,40,156.08055300000004
naive_neural_net_AY,5000,1,1,3000,1000,True,0.003,3e-05,3,80,156.1438124
naive_neural_net_AY,5000,1,1,3000,1000,True,0.003,3e-05,4,10,157.4442782
naive_neural_net_AY,5000,1,1,3000,1000,True,0.003,3e-05,4,40,156.1457532
naive_neural_net_AY,5000,1,1,3000,1000,True,0.003,3e-05,4,80,155.76498339999998
naive_neural_net_AY,5000,1,1,3000,1000,True,0.003,3e-05,5,10,157.2411446
naive_neural_net_AY,5000,1,1,3000,1000,True,0.003,3e-05,5,40,157.4436848
naive_neural_net_AY,5000,1,1,3000,1000,True,0.003,3e-05,5,80,156.16829380000004
